ACC1X,ACC1Y,ACC1Z,GYR1X,GYR1Y,GYR1Z
0.08984375,-0.05126953,1,-1.22070312,6.95800781,-2.56347656
0.08740234,-0.04492188,1.00048828,-0.24414062,6.16455078,-2.99072266
0.08740234,-0.04492188,1.00048828,-0.24414062,6.16455078,-2.99072266
0.11474609,-0.04199219,1.00048828,-0.9765625,5.859375,-4.33349609
0.11474609,-0.04199219,1.00048828,-0.9765625,5.859375,-4.33349609
0.11132812,-0.04199219,1.00634766,-0.54931641,5.37109375,-6.04248047
0.11132812,-0.04199219,1.00634766,-0.54931641,5.37109375,-6.04248047
0.06738281,-0.04003906,0.98925781,-0.67138672,4.8828125,-7.26318359
0.06738281,-0.04003906,0.98925781,-0.67138672,4.8828125,-7.26318359
0.02441406,-0.05078125,0.98388672,-2.74658203,4.63867188,-7.38525391
0.02441406,-0.05078125,0.98388672,-2.74658203,4.63867188,-7.38525391
0.02587891,-0.05371094,0.99853516,0.73242188,2.50244141,-6.28662109
0.02587891,-0.05371094,0.99853516,0.73242188,2.50244141,-6.28662109
0.01953125,-0.04589844,0.99072266,3.54003906,1.15966797,-4.51660156
0.01953125,-0.04589844,0.99072266,3.54003906,1.15966797,-4.51660156
0.0546875,-0.0390625,0.99902344,1.34277344,0.18310547,-2.9296875
0.0546875,-0.0390625,0.99902344,1.34277344,0.18310547,-2.9296875
0.07714844,-0.03076172,1.00976562,-2.01416016,-1.22070312,-0.91552734
0.07714844,-0.03076172,1.00976562,-2.01416016,-1.22070312,-0.91552734
0.06738281,-0.03710938,1.00683594,0.73242188,-2.44140625,0.73242188
0.06738281,-0.03710938,1.00683594,0.73242188,-2.44140625,0.73242188
0.06201172,-0.03613281,0.99560547,2.62451172,-2.74658203,1.70898438
0.06201172,-0.03613281,0.99560547,2.62451172,-2.74658203,1.70898438
0.06054688,-0.04248047,0.99511719,1.64794922,-2.38037109,2.13623047
0.06054688,-0.04248047,0.99511719,1.64794922,-2.38037109,2.13623047
